QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
true,5871,Kvichak,JC;ED;DE;SH,Tule Red,10/28/2021,TULE-CH-LG-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,,,, , , , , , , 1=absent, 1, , , false, Paired with invert using MAC flowmeter; DMC230628: removed environmentals on 5871 since they are used in tandem sample that took place at the exact same time (visit 5561)
true,5872,Kvichak,JC;ED;DE;SH,Tule Red,10/28/2021,TULE-CH-LG-NW,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,,,, , , , , , , 1=absent, 1, , , false, water quality GPS 38.131284; -121.991218  paired with invert samples using MAC flowmeter ;  DMC230628: removed environmentals on 5872 since they are used in tandem sample that took place at the exact same time (visit 5581)
true,5875,Kvichak,JC;ED;DE;SH,Ryer Island,10/28/2021,RYER-S,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,54,17.7,8.89, 8722, 7.6, 11.6, 0.27, 0.3, 8.6, 1=absent, 1, , , false, paired with invert MAC flowmeter used  too shallow; hopped down in epiphytic algae and mud 
true,5880,Kvichak,DMC;ED;SH,Winter Island,11/01/2021,WINT-UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SE, 4=flood,44,16,6.7, 2096, 7.1, 14.8, 0.19, 0.47, 15.8, 1=absent, 2, , , false, 
true,5882,Kvichak,DMC;ED;SH,Winter Island,11/01/2021,WINT-UNK,4=rain,1=wind 1-3 mph; scaley ripples, SE, 4=flood,54,16.1,7.27, 1864, 7.2, 14.9, 0.21, 0.57, 15.6, 1=absent, 2, , , false, 
true,5901,Mudsucker,DMC;ED;GU;SH,Horseshoe Bend,11/09/2021,HORS-UNK,4=rain,2= wind 4-7 mph; small wavelets, SE, 4=flood,48,15.6,7.85, 704, 7.3, 16.2, 0.36, 0.45, 20.8, 1=absent, 1, , , false, Guest : Keith Bouma-Gregson  doors twisted at the end
true,6028,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 1=high slack,200,16.2,9.3, 240, 8.2, 4.2, 1.5, 0.33, 7.6, 1=absent, 2, Inside, , false, LIBE-01-2022  GPS #6 accuracy 4m  Paired? Y  PPG taken with fish 
true,6029,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,,16.1,9.7, 226, 8.1, 2.2, 0.15, 0.31, 7.6, 1=absent, 2, Inside, , false, LIBE-03-2022  GPS #6 accuracy 3m  Paired? Y  secchi hit bottom
true,6030,Mudsucker,CB;JC;ED;GP;KMP;KS,Flyway Farms,04/05/2022,FLYW-UNK,1=0-33% clouds,0=Calm; glassy, NW, 1=high slack,25,17.5,7.49, 659, 7.9, 31.6, 0.29, 0.88, 12.3, 1=absent, 2, Inside, , false, Paired: N
true,6031,Chinook,CB;ED;KMP;KS,Liberty Island,04/04/2022,LIBE_UNK,2=33-66% clouds,2= wind 4-7 mph; small wavelets, SW, 3=low slack,,16,10.03, 214, 8.1, 3.7, 0.16, 0.29, 7.1, 1=absent, 2, Inside, , false, LIBE-02-2022  GPS #6 accuracy   redo last tow but same area; first tow net twisted  redo second tow; last tow twisted again  last two not pulled in quickly enough; will redo another day
true,6032,Mudsucker,JC;ED;KMP;KS,Lower Yolo Ranch,04/06/2022,LOWE-CH-NE,1=0-33% clouds,0=Calm; glassy, N, 4=flood,34,15.6,8.22, 548, 7.9, 24.7, 0.23, 0.76, 11.7, 1=absent, 2, Inside, , false, LOWE-01-2022  GPS #6 accuracy 5m  
true,6047,Mudsucker,DMC;ED;GP;KS,Broad Slough,04/12/2022,BROA-INT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,46,16.1,9.53, 2032, 7.8, 14.1, 0.26, 0.9, 9, 1=absent, 2, Inside, , false, BROA-01-2022  one inch hole in cod end; reattached 8 inch section of cod end to float line  GPS #5 accuracy 2m  Paired? N
true,6050,Mudsucker,JC;ED;GP;KS,Stairsteps-Liberty Cut,04/05/2022,STAI-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,41,16.8,7.82, 564, 8, 15.1, 0.2, 0.06, 12.4, 1=absent, 2, , , false, Paired: N
true,6052,Mudsucker,JC;ED;GP;KS,Flyway Farms,04/05/2022,FLYW-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,28,17.5,7.82, 655, 7.9, 22.5, 0.26, 0.79, 12.8, 1=absent, 2, Inside, , false, Paired: N  
true,6054,Mudsucker,ED;GP;KS,Chipps Island,04/13/2022,CHIP-UNK,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,24,15,9.02, 8277, 7.9, 36.5, 0.47, 0.56, 10.7, 1=absent, 1, Inside, , false, CHIP-01-2022
true,6055,Mudsucker,ED;GP;KS,Honker-Spoonbill,04/13/2022,HONK-SPOON,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,18,14.1,9.48, 8365, 8, 74.7, 0.66, 0.79, 8.5, 1=absent, 1, Inside, , false, Less than 100 mysids  GPS #6 accuracy 3m  Paired?: N
true,6056,Mudsucker,ED;GP;KS,Chipps Island,04/13/2022,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,16,14.1,9.61, 8138, 8, 64.2, 0.66, 0.77, 8.8, 1=absent, 1, Inside, , false, CHIP-02-2022: right next to CHIP-01 and CHIP-04  GPS #6 accuracy 3m  Paired? N
true,6074,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-N,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,29,19.4,6.58, 839, 8, 18.2, 0.33, 0.93, 20.4, 1=absent, 1, Inside, , false, 
true,6075,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-N,1=0-33% clouds,0=Calm; glassy, N, 2=ebb,33,19.3,6.86, 898, 8, 19.1, 0.37, 1.05, 21.4, 1=absent, 1, Inside, , false, 
true,6076,Chinook,DMC;SH;GN;GP,Stairsteps-Liberty Cut,04/07/2022,STAI-N,1=0-33% clouds,0=Calm; glassy, N, 4=flood,39,18.1,7.84, 588, 8.1, 17.7, 0.38, 0.66, 14.8, 1=absent, 1, Inside, , false, point samples only
true,6077,Chinook,DMC;SH;GN;GP,Toe Drain,04/07/2022,TOED-S,1=0-33% clouds,0=Calm; glassy, N, 4=flood,38,18.7,8.3, 642, 8.3, 19.9, 0.38, 0.64, 16, 1=absent, 1, Inside, , false, point samples only
true,6431,Mudsucker,DMC;ED;GP;KS,Horseshoe Bend,05/05/2022,HORS-M,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 2=ebb,53,17.3,8.92, 1954, 7.8, 14, 0.33, 0.48, 9.5, 1=absent, 1, Inside, , false, 
true,6641,Mudsucker,MA;DC;ED;KS,Arnold Slough,04/28/2022,ARNO-CH-SE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,15,15.2,9, 5226, 7.5, 56.9, 0.41, 1.17, 19.7, 1=absent, 2, Inside, , false, Paired? N
true,6643,Mudsucker,MA;DC;ED;KS,Arnold Slough,04/28/2022,ARNO-CH-NE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,21,17.1,9.07, 4465, 7.7, 37.1, 0.32, 0.89, 14.2, 1=absent, 2, Inside, , false, random generated spots inaccessible; chose spot for lampara based on feasibility. Paired? N
true,6644,Mudsucker,MA;DC;ED;KS,Arnold Slough,04/28/2022,ARNO-UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 4=flood,22,16.8,9.03, 4638, 7.7, 36, 0.24, 0.8, 15.1, 1=absent, 2, Inside, , false, no random point; lampara done where access was possible. Paired? N
true,6651,Mudsucker,DMC;ED;GP;KS,Stairsteps-Liberty Cut,05/04/2022,STAI-LIBE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,115,17.9,9.48, 284, 8.6, 3.9, 0.08, 0.24, 9.2, 1=absent, 2, Inside, , false, code 2 due to twist in one of the wings
true,6683,Mudsucker,DMC;ED;EL;GP,Ryer Island,05/19/2022,RYER-CH-LG-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,48,19.7,6.61, 17165, 7.3, 18.5, 0.22, 0.71, 12.7, 1=absent, 1, Inside, , false, Gear ID LAM00; Paired N; RYER-04-2022
true,6724,Chinook,DMC;SH;GN;KMP,Browns Island,04/13/2022,BROW-CH-MAIN,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,41,16.2,9.9, 3966, 7.9, 19, 0.23, 0.86, 8.7, 1=absent, 2, Inside, , false, 
true,6741,Mudsucker,MA;EL;GP,Nurse-Denverton,05/24/2022,NURS-LHB-SW,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,66,22.1,8.35, 7803, 7.3, 7.4, 0.03, 0.44, 11.2, 1=absent, 2, Inside, , false, pH meter not calibrated; zoop/neuston out of water ~15 secs; 5.5 min MAC with MAC net out of water for 30 sec; DMC230516: Location changed from Blacklock and changed to Inside; all samples should have NURS instead of BLAC in their names
true,6742,Mudsucker,MA;EL;GP;KS,Nurse-Denverton,05/24/2022,NURS-LHB-NE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,60,22.2,8.01, 7826, 7.2, 10.8, 0.09, 0.45, 11.6, 1=absent, 2, Inside, , false, PH meter not calibrated; 5 minute MAC tow due to lack of space; DMC230516: Location changed from Blacklock and changed to Inside; all samples should have NURS instead of BLAC in their names; added OPEWAT
true,6766,Mudsucker,DMC;SH,Lower Yolo Ranch,08/15/2022,LOWE-CH-ENTRANCE-S,1=0-33% clouds,, W, 2=ebb,,23,6.81, 195, 7.5, 7.3, 0.11, 0.47, 11.2, , 2, Inside, , false, 
true,6783,Mudsucker,DMC;SH,Tule Red,08/17/2022,TULE-CH-SM-11,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, , 2=ebb,98,24,5.04, 18913, 7, 8.7, 0.18, 1.05, 25, , 1, Inside, , false, 
true,6784,Mudsucker,DMC;SH,Tule Red,08/17/2022,TULE-CH-SM-4,2=33-66% clouds,0=Calm; glassy, W, 2=ebb,64,22.9,5.45, 18507, 7.1, 11.9, 0.24, 0.9, 22.1, 1=absent, 1, Inside, , false, 
true,7255,Mudsucker,MA;AC;ED;GP,Browns Island,01/12/2023,BROW-CH-MAIN,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SE, 2=ebb,20,10.2,9.77, 263, 7.3, 58.4, 0.88, 0.74, 23.2, 1=absent, 1, Inside, , false, 
true,7257,Mudsucker,MA;AC;ED;GP,Chipps Island,01/12/2023,CHIP-UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,24,10.2,9.32, 439, 7.3, 67, 0.87, 0.56, 16.3, 1=absent, 1, Inside, , false, 
true,7261,Mudsucker,MA;AC;ED;GP,Honker-Spoonbill,01/12/2023,HONK-SPOON,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,12,10.5,10.13, 153, 7.5, 97.4, 0.94, 0.6, 14.4, 1=absent, 1, Inside, , false, 
true,4928,Mudsucker,MA;ED;MMS,Chipps Island,04/23/2021,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,28,15.3,9.39, 9310, 7.9, 43.5, 0.3, 0.67, 8.7, 1=absent, 2, Inside, , false, 
true,4929,Mudsucker,MA;ED;MMS,Ryer Island,04/23/2021,RYER-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,30,16.4,9.22, 11914, 8, 24.8, 0.19, 0.58, 9.6, 1=absent, 2, Inside, , false, 
true,4930,Mudsucker,MA;ED;MMS,Chipps Island,04/23/2021,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,24,15.2,9.33, 9182, 7.9, 31.1, 0.26, 0.62, 9.9, 1=absent, 2, Inside, , false, 
true,4931,Mudsucker,MA;ED;MMS,Ryer Island,04/23/2021,RYER-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,38,17,9.19, 12042, 8, 18.9, 0.28, 0.61, 9.7, 1=absent, 2, Inside, , false, 
true,4932,Mudsucker,MA;ED;DE;MMS,Ryer Island,04/23/2021,RYER-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,40,16.8,9.16, 12950, 8, 18.5, 0.19, 0.7, 9.8, 1=absent, 2, Inside, , false, 
true,4933,Mudsucker,MA;DE;MMS,Ryer Island,04/23/2021,RYER-UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,38,17.3,9.21, 14674, 8, 16.5, 0.26, 0.85, 10.1, 1=absent, 2, Inside, , false, 
true,4221,Mudsucker,JC;ED;DE;MMS,Horseshoe Bend,03/17/2020,Z_OLD_HORS_UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,14,9.8, 286, 7.2, , 0.29, 0.4, 10.6, 1=absent, 1, Inside, , false, Inside/ outside- Inside  Sonde # -1  Depth (ft)-8.0 (circled in datasheet)  Vegetation % / Open water % - SAV 95%; Tules 5%; Open water no veg 95%  Turbidity NTU:  -0.52  PHY6-HORS-17MAR2020; Habitat type-2; sample depth 4.5; Lat /Long- 38.08921; 121.71066    Secchi- 200+
true,4222,Mudsucker,JC;ED;DE;MMS,Horseshoe Bend,03/17/2020,Z_OLD_HORS_UNK,3=66-100% clouds,0=Calm; glassy, NA, 2=ebb,147,14.2,11.5, 277, 9.6, , 0.27, 0.4, 8.5, 1=absent, 1, Inside, , false, Inside/ outside-inside  Sonde # - 1  Depth (ft)-12.5 (circled in datasheet)  Vegetation % / Open water % - SAV (EGEDEN) 95%; TULE 5%; Open water-No veg 95%:  Turbidity NTU: -0.2  PHY5-HORS-17MAR2020; Hab type 2; depth 8 ft; lat longs: 38.08307 121.71971    Turbidity -0.2 negative so dont use-DSE06OCT2021    
true,4223,Mudsucker,JC;ED;DE;MMS,z_old_Horseshoe Bend- Decker Breach,03/17/2020,Z_OLD_HORSESHOE BEND- DECKER BREACH,3=66-100% clouds,0=Calm; glassy, SW, 2=ebb,,14,10.7, 283, 9.5, 2.1, 0.32, 0.5, 8.6, 1=absent, 1, Inside, , false, Inside/ outside- inside  Sonde # -1  Depth (ft)- Not recorded circled in datasheet  Vegetation % / Open water % -SAV (mostly EGEDEN or all) 45 %; TULE 50%; EICCRA 5%: OW: 90%  secchi not recorded; circled in datasheet  PHY 4-HORS-17MAR 2020; HAB TYPE 2; DEPTH 4 ft ; lat long 38.08278 121.72809  NUT2-HORS-17MAR2020; HAB TYPE 2; DEPTH  4 FT; Lat /Long 38.08278  121.72809  EF032030137
true,4764,Mudsucker,DE;MMS;SS,Webb Tract Islands and Berms,03/22/2021,WTIB-UNK,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,184,13.5,10.07, 333, 7.9, 3.2, 0.22, 0.56, 17.8, 1=absent, 2, Outside, , false,     
true,4765,Mudsucker,DE;KMP;MMS,Shag Slough,04/15/2021,SHAG-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,138,16.7,8.43, 467, 8, 3.4, 0.21, 0.83, 14.3, 1=absent, 1, Inside, , false, Inside/ outside- Inside  Sonde # - 1  Vegetation % / Open water % - 100    PHY1-SHAG-15APR2021  Habitat Type- 1  Sample Depth- 0.5  Depth Water- 18.4  # Jars- 1  Jar Type- 4 oz amber glass  GPS- 38.314300;121.692860
true,4806,Mudsucker,MB;DE;MMS,Liberty Island,04/16/2021,LIBE_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,,16.9,9.83, 204, 8.1, 2.2, 0.63, 0.22, 6.3, 1=absent, 1, Inside, , false, Too Much SAV for Secchi
true,6969,Chinook,DMC;GP,Tule Red,10/19/2022,TULE-TP-1,1=0-33% clouds,0=Calm; glassy, W, 1=high slack,,18.5,8.48, 21813, 7, 11.5, 0.29, 1.2, 32.6, 1=absent, 1, Inside, , false, 
true,6970,Mudsucker,CB;AC;GN;GP,Tule Red,11/03/2022,TULE-CH-LG-NW,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,62,13,9.77, 19604, 7.6, 8.3, 0.26, 0.53, 9.5, 1=absent, 2, Inside, , false, no mac trawl done; see photo of unknown plant (may be bullrush in the Scirpus genus)
true,6971,Mudsucker,CB;AC;GN;GP,Tule Red,11/03/2022,TULE-CH-LG-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,60,12.8,9.38, 19693, 7.7, 8.5, 0.32, 0.59, 11.7, 1=absent, 2, Inside, , false, unknown plant; same as previous; may be bullrush
true,6972,Mudsucker,CB;AC;GN;GP,Tule Red,11/03/2022,TULE-CH-LG-M,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,60,12.7,9.39, 19627, 7.7, 8.3, 0.29, 0.65, 11, 1=absent, 2, Inside, , false, unknown plant (maybe bullrush) same as previous; see picture;
true,6973,Mudsucker,CB;AC;GN;GP,Tule Red,11/03/2022,TULE-CH-LG-SE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,57,12.4,9.28, 19855, 7.7, 10.5, 0.32, 0.56, 13.2, 1=absent, 2, Inside, , false, 
true,6974,Mudsucker,MA;DMC;GN;GP,Browns Island,10/31/2022,BROW-CH-W,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,70,16.6,8.69, 9174, 7.5, 9.5, 0.59, 0.38, 7.8, 1=absent, 1, Inside, , false, point sample only; GPS #6; accuracy 3m; DMC230516: corrected pH from 9.5
true,6975,Mudsucker,MA;DMC;GN;GP,Browns Island,10/31/2022,BROW-CH-W,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,68,16.6,8.64, 9133, 7.5, 8.6, 0.63, 0.41, 7.8, 1=absent, 1, Inside, , false, point sample only; GPS #6; accuracy 3m; DMC230516: changed SAVGEN from 1 to 0 and put Trace in comments
true,6976,Mudsucker,MA;DMC;GN;GP,Browns Island,10/31/2022,BROW-CH-MAIN,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,96,15.9,6.84, 10124, 7, 6.6, 0.68, 0.63, 13.9, 1=absent, 1, Inside, , false, point sample only; GPS #6; accuracy 3m
true,6977,Mudsucker,MA;DMC;GN;GP,Browns Island,10/31/2022,BROW-TP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 1=high slack,105,15.7,6.53, 10329, 7, 4.4, 0.64, 0.62, 14.8, 1=absent, 1, Inside, , false, point sample only; GPS #6; accuracy 3m
true,6978,Mudsucker,MA;DMC;GN;GP,Winter Island,10/31/2022,WINT-CH-INT,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,82,16.8,8.74, 10074, 7.6, 8.5, 0.59, 0.45, 7.2, 1=absent, 1, Inside, , false, point sample only; GPS#6; accuracy 3m
true,6979,Mudsucker,MA;DMC;GN;GP,Winter Island,10/31/2022,WINT-CH-INT,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,56,16.6,8.79, 8371, 7.6, 6.5, 0.59, 0.41, 7.3, 1=absent, 1, Inside, , false, point sample only; GPS #6; accuracy 3m
true,6980,Mudsucker,MA;DMC;GN;GP,Winter Island,10/31/2022,WINT-CH-INT,3=66-100% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,16.4,7.65, 7701, 7.3, 7.1, 0.63, 0.53, 9.8, 1=absent, 1, Inside, , false, no secchi; point sample only; GPS #6; accuracy 3m
true,7003,Mudsucker,DMC;SH,Winter Island,10/18/2022,WINT-T-PONDS-E,2=33-66% clouds,0=Calm; glassy, N, 2=ebb,,19.2,9.17, 7692, 7.8, 7.2, 0.16, 0.43, 7.7, 2=low, 1, Inside, , false, GPS #5; accuracy 2m; arrived at 12:52; sampled at 12:58
true,7004,Mudsucker,DMC;SH,Winter Island,10/18/2022,WINT-T-PONDS-E,2=33-66% clouds,0=Calm; glassy, N, 2=ebb,87,19.8,8.32, 7936, 7.4, 5.8, 0.15, 0.34, 10, 2=low, 1, Inside, , false, GPS #5; accuracy 2m; arrived at 13:16; sampled at channel end just before pond (too shallow and would disturb water column)
true,7005,Mudsucker,DMC;SH,Winter Island,10/18/2022,WINT-CH-INT,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,101,19.2,8.63, 7644, 7.6, 4.5, 0.15, 0.42, 8.4, 2=low, 1, Inside, , false, GPS#5; accuracy 2m; arrived at 13:07; sampled at 13:10
true,7006,Mudsucker,DMC;SH,Webb Tract Island and Berms,10/18/2022,WTIB-CH-N,2=33-66% clouds,0=Calm; glassy, N, 2=ebb,99,20.6,9.64, 646, 8.2, 5.5, 0.22, 0.7, 6.9, 3=medium, 1, Inside, , false, station: WTIB-N; 
true,7007,Mudsucker,DMC;SH,Webb Tract Island and Berms,10/18/2022,WTIB-CH-S,2=33-66% clouds,0=Calm; glassy, N, 2=ebb,102,20.2,7.77, 635, 7.4, 5.4, 0.27, 0.73, 7.6, 2=low, 1, Inside, , false, station is WTIB-S; GPS#5; accuracy 2m; arrived at 15:19; sampled at 15:25; DMC230517: vegetation was missing
true,7008,Mudsucker,DMC;SH,Webb Tract Island and Berms,10/18/2022,WTIB-CH-N,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,20.4,8.98, 816, 8, 4.5, 0.17, 0.78, 6.7, , 1, Inside, , false, station is WTIB-N
true,7161,Mudsucker,DMC;ED;GP,Liberty Island,11/14/2022,LIBE_UNK,1=0-33% clouds,0=Calm; glassy, NA, 2=ebb,,12.3,12.33, 181, 8.6, 1.3, 0.11, 0.21, 6.9, 1=absent, 1, Inside, 2, false, SECCHI HIT BOTTOM; 130+.
true,7163,Mudsucker,DMC;ED;GP,Flyway Farms,11/14/2022,FLYW-UNK,1=0-33% clouds,0=Calm; glassy, NA, 2=ebb,73,12.5,11.53, 200, 8.2, 6.8, 0.13, 0.34, 7.5, 1=absent, 1, Inside, , false, WQ TAKEN AFTER SAMPLE PROCESSED; SEA ARK STILL UPSTREAM; WATER DISTURBED STILL
true,7164,Mudsucker,MA;ED;SH;GP,Stairsteps-Liberty Cut,11/15/2022,STAI-LIBE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 4=flood,192,10.6,10.78, 239, 7.6, 2.6, 0.12, 0.36, 8.9, 1=absent, 2, Inside, , false, 
true,7196,Mudsucker,ED;SH;GP;KS,Ryer Island,11/21/2022,RYER-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,59,12.2,9.42, 20221, 7.7, 13.5, 0.19, 0.33, 7.2, 1=absent, 2, Inside, , false, RANDOM 11;40;29
true,7198,Mudsucker,ED;SH;GP;KS,Ryer Island,11/21/2022,RYER-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,47,11.3,9.41, 19151, 7.6, 9.1, 0.15, 0.42, 8, 1=absent, 2, Inside, , false, 
true,7199,Mudsucker,ED;SH;GP;KS,Nurse-Denverton,11/21/2022,NURS-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 1=high slack,64,11.7,10.01, 9614, 7.6, 9.8, 0.16, 0.6, 13.8, 1=absent, 2, Inside, , false, 
true,7265,Mudsucker,AC;ED;GP;KS,Peytonia-Suisun,01/19/2023,PEYT-PEYT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,22,10.3,7.95, 1026, 7.5, 38.5, 0.93, 1.5, 37.6, 1=absent, 1, Inside, , false, 
true,7266,Mudsucker,AC;ED;GP;KS,Peytonia-Suisun,01/19/2023,PEYT-PEYT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 4=flood,30,11.1,8.86, 1064, 7.6, 24.3, 0.94, 1.58, 34.3, 1=absent, 1, Inside, , false, 
true,7267,Mudsucker,AC;ED;GP;KS,Wings Landing,01/19/2023,WING-TP-INT,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, E, 4=flood,12,8.9,9, 1061, 7.6, 63.8, 1.15, 1.73, 34.5, 1=absent, 1, Inside, , false, 
true,7373,Mudsucker,DMC;ED;AM;KMP,Browns Island,03/15/2023,BROW-CH-MAIN,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,55,11.9,8.84, 469, 7.3, 12, 0.41, 0.57, 25.8, 1=absent, 1, Inside, , false, 
true,7521,SeaArk,DC;DMC,Ryer Island,04/10/2023,RYER-N,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,56,14.8,7.72, 442, 7.2, 14.9, 0.4, 0.83, 14.6, 1=absent, 1, Inside, , false, GPS#5; accuracy 2m
true,7522,SeaArk,DC;DMC,Ryer Island,04/10/2023,RYER-N,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,41,14.7,7, 761, 7.1, 17.1, 0.38, 0.82, 17.9, 1=absent, 1, Inside, , false, GPS#5; accuracy 2m
true,7523,SeaArk,DC;DMC,Ryer Island,04/10/2023,RYER-N,1=0-33% clouds,0=Calm; glassy, SW, 2=ebb,41,14.9,9.7, 266, 7.5, 13.3, 0.36, 0.54, 12.7, 1=absent, 1, Inside, , false, GPS#5; accuracy 2m
true,7810,Mudsucker,DC;ED;AM;SS,Nurse-Denverton,04/03/2023,NURS-LHB-NE,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 4=flood,22,13,9.66, 1037, 7.5, 37.7, 0.42, 1.41, 23.3, 1=absent, 2, Inside, , false, 
true,5944,Mudsucker,CB;JC;ED;DE,Stairsteps-Liberty Cut,11/04/2021,STAI-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,39,17.3,5.18, 412, 7.3, 17.8, 0.21, 0.79, 25.4, 1=absent, 2, , , false, redo; use WQ from LAMOPE03-STAI-04NOV2021; MISSIL -> partial
true,5952,Mudsucker,ED;SH;KS,Chipps Island,11/08/2021,CHIP-UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,49,14.9,8.72, 8898, 7.4, 17.6, 0.21, 0.4, 14.1, 1=absent, 2, , , false, MISSIL @ 60 with F10 missing nearly all caudal fin measures to end of peduncle no hemorrhaging 
true,7811,Mudsucker,DC;ED;AM;SS,Nurse-Denverton,04/03/2023,NURS-EXT-BRAD-E,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 4=flood,20,12.7,9.69, 1025, 7.5, 44.8, 0.4, 1.35, 22.9, 1=absent, 2, Inside, , false, 
true,7812,Mudsucker,DC;ED;AM;SS,Nurse-Denverton,04/03/2023,NURS-EXT-ARNO-SW,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, E, 4=flood,24,12.8,9.88, 833, 7.6, 33.5, 0.33, 0.9, 19.4, 1=absent, 2, Inside, , false, 
true,7813,Mudsucker,DC;ED;AM;SS,Nurse-Denverton,04/03/2023,NURS-EXT-BRAD-W,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, E, 1=high slack,22,13,9.84, 902, 7.6, 38, 0.33, 1.31, 20.2, 1=absent, 2, Inside, , false, 
